Date,In1_mean,Out1_mean,In2_mean,Out2_mean,In4_mean,Out4_mean,In3_mean,Out3_mean
2022-01-03,26.028009259259253,27.182986111111116,26.411226851851854,27.81516203703703,36.11111111111109,39.1542824074074,36.07106481481481,40.46319444444445
2022-01-04,26.235879629629636,27.208796296296303,26.66608796296298,27.595023148148154,36.11111111111109,39.16863425925927,36.09456018518518,39.615740740740755
2022-01-05,26.26886574074075,27.383564814814818,26.847337962962964,28.3537037037037,36.11111111111109,39.24224537037038,36.08437499999999,39.62881944444445
2022-01-06,25.39004629629629,26.890509259259257,25.98703703703703,27.845138888888883,36.11111111111109,39.47847222222223,36.04363425925926,40.537962962962965
2022-01-07,26.46944444444445,27.619444444444436,26.96041666666667,28.47731481481483,36.11111111111109,39.591782407407415,36.0974537037037,39.68645833333334
2022-01-08,26.35266203703703,27.36145833333333,26.79074074074075,27.170949074074077,36.11111111111109,39.50416666666667,36.06747685185183,40.407754629629636
2022-01-09,25.957638888888894,27.037268518518527,26.55937499999999,27.160069444444446,36.11111111111109,39.46967592592591,36.1082175925926,39.52280092592591
2022-01-10,26.540740740740734,27.426504629629623,26.931828703703715,28.158101851851853,36.11111111111109,39.16527777777778,36.09733796296297,39.886111111111106
2022-01-11,25.883796296296307,26.882175925925935,26.318171296296295,27.987962962962968,36.11111111111109,39.65092592592591,36.052430555555546,40.457754629629626
2022-01-12,24.956597222222214,26.098611111111108,25.62673611111111,27.397685185185182,36.11111111111109,39.3105324074074,36.0994212962963,40.61041666666666
2022-01-13,24.771643518518516,26.521875000000012,25.31412037037037,26.75949074074075,36.11111111111109,39.353703703703715,36.11863425925926,39.53750000000001
2022-01-14,26.224074074074082,27.37974537037037,26.706250000000015,28.457986111111115,36.11111111111109,39.01608796296296,36.122685185185176,39.683796296296286
2022-01-15,25.46481481481481,26.508796296296296,25.817361111111115,27.837847222222223,36.11111111111109,39.6511574074074,36.10347222222221,40.277083333333344
2022-01-16,25.243287037037046,26.211689814814815,25.635416666666668,26.856828703703698,36.11111111111109,39.38425925925926,36.10104166666667,39.769212962962975
2022-01-17,25.13055555555555,26.172916666666662,25.67210648148149,26.686574074074073,36.11111111111109,39.95972222222223,36.094328703703695,40.12731481481482
2022-01-18,25.498495370370367,26.47280092592592,25.92349537037037,27.35497685185185,36.11111111111109,39.572685185185186,36.093865740740746,40.30694444444443
2022-01-19,25.350694444444443,26.43912037037037,25.928935185185182,27.3912037037037,36.11111111111109,39.56076388888889,36.09560185185185,39.977083333333326
2022-01-20,24.849768518518513,26.398263888888895,25.57569444444445,27.264814814814816,36.11111111111109,39.58958333333334,36.07476851851852,39.78993055555555
2022-01-21,22.795023148148147,25.99525462962964,23.99502314814815,26.860300925925923,36.11111111111109,39.53402777777779,36.08194444444444,40.481712962962966
2022-01-22,22.875,25.47847222222222,23.292592592592598,26.74837962962963,36.11111111111109,39.271875,36.10219907407407,40.00543981481482
2022-01-23,24.693634259259255,25.964699074074076,25.280092592592585,27.038888888888888,36.11111111111109,39.86759259259258,36.08703703703704,39.818865740740755
2022-01-24,25.345138888888886,26.465509259259267,25.92789351851852,26.420601851851846,36.11111111111109,39.45289351851852,36.085763888888884,39.96458333333333
2022-01-25,25.731712962962945,26.88564814814816,26.381597222222226,26.98043981481482,36.11111111111109,39.46087962962963,36.09849537037037,39.80428240740741
2022-01-26,25.88773148148149,26.95636574074074,26.4462962962963,27.85613425925926,36.11111111111109,39.56597222222222,36.08414351851851,40.19421296296296
2022-01-27,25.162499999999994,26.330439814814813,25.83831018518519,27.199421296296297,36.11111111111109,39.54444444444443,36.08541666666667,40.09166666666667
2022-01-28,25.195833333333322,26.378125,25.84826388888889,27.334953703703707,36.11111111111109,39.44618055555556,36.09837962962964,40.231481481481474
2022-01-29,25.235069444444445,26.475578703703714,25.8806712962963,26.977777777777778,36.11111111111109,39.44722222222222,36.10868055555555,40.35312499999999
2022-01-30,25.133680555555554,26.21655092592592,25.617592592592587,27.1275462962963,36.11111111111109,39.603240740740745,36.07407407407407,40.259375
2022-01-31,25.09363425925926,26.21608796296296,25.66620370370369,26.247916666666672,36.11111111111109,39.605208333333316,36.07685185185185,40.63368055555556
2022-02-01,24.715972222222224,25.93796296296297,25.45266203703704,25.56087962962965,36.11111111111109,39.517592592592585,36.10104166666666,40.7255787037037
2022-02-02,25.394791666666666,26.525925925925932,26.002662037037037,27.141782407407415,36.11111111111109,39.61539351851851,36.11898148148149,39.92256944444445
2022-02-03,24.303819444444443,26.010995370370377,25.034722222222214,26.913078703703704,36.11111111111109,39.45358796296296,36.11215277777778,39.84988425925926
2022-02-04,24.41099537037037,25.705787037037055,25.004861111111108,26.180787037037046,36.11111111111109,39.92557870370369,35.987152777777766,40.277314814814815
2022-02-05,24.996875000000003,26.179050925925925,25.56192129629631,26.957523148148145,36.11111111111109,39.92534722222221,36.07175925925926,40.65671296296296
2022-02-06,24.831828703703696,26.005902777777795,25.475810185185168,26.29745370370371,36.11111111111109,39.66805555555556,36.10104166666667,40.39456018518518
